filename,width,height,class,xmin,ymin,xmax,ymax
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-312.jpg,3456,2592,face,1001.721435546875,1384.9119873046875,1606.0084228515625,2157.52197265625
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-319.jpg,3456,2592,face,1408.868896484375,457.17266845703125,1803.5015869140625,973.2809448242188
AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-318.jpg,3456,2592,face,1417.185546875,891.5152587890625,1599.3399658203125,1128.5020751953125
AGN_DFS_C.240_Sanchez_Fuerte_Maria_Marcela_pg-009.jpg,3456,2592,face,822.390625,512.584716796875,1360.1195068359375,1204.8680419921875
AGN_DFS_C.48_De_los_Rios_Merino_Alicia_pg-082.jpg,3456,2592,face,966.8607177734375,423.5325622558594,1571.5201416015625,1171.31494140625
AGN_DFS_C.48_De_los_Rios_Merino_Alicia_pg-060.jpg,3456,2592,face,963.4132080078125,452.3920593261719,1364.0904541015625,971.0681762695312
AGN_DFS_C.48_De_los_Rios_Merino_Alicia_pg-063.jpg,2592,3456,face,1374.5750732421875,807.6077270507812,1768.91650390625,1309.63720703125
AGN_DFS_C.48_De_los_Rios_Merino_Alicia_pg-061.jpg,3456,2592,face,1034.252685546875,323.1310119628906,1790.6751708984375,1310.09228515625
AGN_DFS_C.48_De_los_Rios_Merino_Alicia_pg-049.jpg,2592,3456,face,680.031494140625,653.9539794921875,1407.81982421875,1673.3470458984375
AGN_DFS_C.48_De_los_Rios_Merino_Alicia_pg-062.jpg,3456,2592,face,1037.7445068359375,848.2720947265625,1441.8387451171875,1389.2391357421875
AGN_DFS_C.48_De_los_Rios_Merino_Alicia_pg-081.jpg,3456,2592,face,1157.8621826171875,932.9750366210938,1494.6280517578125,1353.9735107421875
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-002.jpg,3456,2592,face,1168.109619140625,704.9227294921875,1484.1290283203125,1127.035400390625
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-003.jpg,3456,2592,face,1972.935302734375,1202.7313232421875,2152.831787109375,1438.325927734375
