,filename,width,height,class,xmin,ymin,xmax,ymax
0,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-241.jpg,1920,1080,sello,1478.9419584000002,55.25511768,1620.7479936000002,213.36953688
1,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-228.jpg,1920,1080,sello,501.4927488,30.82376376,801.567936,248.87943576
2,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-228.jpg,1920,1080,sello,1530.046272,89.2314576,1679.3228928,234.5061024
3,AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-008.jpg,1920,1080,sello,1702.6433279999999,2.634031224,1917.448128,157.215943224
4,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-266.jpg,1920,1080,sello,540.6630144,43.11834984,815.1574464,244.11595104
5,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-266.jpg,1920,1080,sello,1521.1900032,49.99162536,1655.2306444800001,210.21239015999998
6,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-262.jpg,1920,1080,sello,556.1445888000001,17.11488636,860.0225280000001,243.62721756000002
7,AGN_DFS_C.18_2_de_2_Cabrera_Arenas_Emma_pg-002.jpg,1920,1080,sello,1724.5125888,2.387329632,1919.9980416,150.181171632
8,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-129.jpg,1920,1080,sello,608.975424,36.13667796,917.6001984,258.99425676
9,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-129.jpg,1920,1080,sello,1648.787136,93.29856480000001,1815.5010048,240.268788
10,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-242.jpg,1920,1080,sello,1576.495296,20.7372366,1735.14908928,185.5752282
11,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-270.jpg,1920,1080,sello,606.3951936,10.734579,900.1886592,214.65445499999998
12,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-170.jpg,1920,1080,sello,373.92061440000003,27.6995808,663.5309568,226.29079080000002
13,AGN_DFS_C.18_1_de_2_Cabrera_Arenas_Emma_pg-286.jpg,1920,1080,sello,548.9516735999999,44.9886096,796.7809728,254.1683772
